report_id,evidence,recommendation
2024DerbyandDerbyshireTheoCSPR,"The following agencies and organisations contributed to this local child
safeguarding practice review: children’s social care; 0-19 community health
services; community substance misuse services; police; Cafcass; hospital 1;
DDSCP LCSPR/TDS20/February 2024
44
hospital 2; offender management services (referred to as the probation
service in the review); children’s social care child protection conference
service; ambulance service; GP services and parents’ housing provider.
3.159 The safeguarding children partnership has compiled evidence of actions
which have been implemented by partner agencies in respect of key learning
identified in this review. That document will be published with this review. The
following recommendation is designed, however, to capture the outcome of all
actions agreed or planned by single agencies as part of their individual
management reviews","Recommendation 11 The safeguarding children partnership should, by
October 2024, require that agencies and organisations participating in this
review provide evidence that changes proposed in individual management
reviews have been implemented. Where pertinent, an evaluation of their
impact on safeguarding children should be included."
2024HaringeyChildJayCSPR,"There has been confusion regarding Jay’s home address based on Jay’s mother
living at two properties in Enfield and Haringey during the review period. This has
been exacerbated by the GP registration of the parents and Jay at different GP
surgeries in Enfield. Post-natal checks are normally passed to the community
midwife in the area the child lives. Those post-natal checks did not happen swiftly
owing to the lack of clarity of Jay’s home address.
3.51 Enfield Health Visitors were unaware that Jay’s mother had moved to Haringey, and
they were not informed by mother’s GP. There is no obligation on parents to register
their child with the same GP, this is personal choice but this has led to confusion
regarding Jay’s medical care and subsequent follow up. Jay’s discharge summary
had been sent to mother’s GP practice. Jay’s GP surgery received no information for
several months after Jay’s birth. The first contact was when Jay’s mother came to
register Jay with the team. The discharge summary is normally relied upon to trigger
post-natal checks and immunisations. Mother did not engage or bring Jay in for their
eight-week check. Attempts were made to contact her with no response.
3.52 There is a policy in place to ensure that all new babies born are cross-checked at the
home address to identify if one or both parents are registered at the same address, If
not, this would normally alert professionals. The NHS Digital ‘Spine’ allows
information to be shared securely through national services such as a patient’s
Summary Care Record, which is an electronic record of important patient information,
created from GP medical records. On these records the child is ‘attached’ to the
mother’s records automatically.
3.53 There is current GP guidance on registration however it does not contain explicit
information regarding the whole family. ","Recommendation 1 - Haringey local authority Safeguarding Children’s
Partnership are advised to write to NHS England to emphasise that written
communication provided for patients on GP registration should be more
explicit about whole family registration.
Recommendation 2 - When family members are registered at different GP
practices, there should be communication and information sharing
arrangements in place between GP practices. Safeguarding agencies
need to ensure that they have the correct details for each family member
and that all the individual GP Practices are contacted and information
shared."
2024HaringeyChildJayCSPR,"Women who have a history of mental health problems before becoming pregnant are
at increased risk of certain mental health conditions during pregnancy and the year
after childbirth1
. An association has also been found between domestic abuse and
antenatal and postnatal depression. The multi-agency chronology indicated that
mother was struggling to connect with Jay and that her own emotional wellbeing was
a concern.
3.58 Safeguarding agencies know that living in a household where domestic abuse is
occurring is a risk factor for poor mental health in children and adults. ","Recommendation 3 – Safeguarding partners should review the multiagency training in place focused on parental mental ill health and assure
themselves that staff working with parents, have an appropriate level of skill
and expertise to assess and intervene."
2024HaringeyChildJayCSPR,"Jay’s mother had a history of mental ill health and anxiety for most of her life. There
were periods where she had felt mentally well and had chosen to withdraw from
medication. There were other times, particularly after the death of her parents where
1 http://www.nice.org.uk/guidance/cg37/evidence
12
she truly struggled to manage. She has received support from mental health services
since 2014. Her mental health was primarily described as a ‘history of mild
depression and anxiety’. This did prompt additional support through the pregnancy.
Health professionals had access to mother’s history and this coupled with nonattendance at routine appointments, prompted health professionals to escalate the
potential risks. It is commendable that the ‘cold calling’ to known addresses was
undertaken and the tenacity of health professionals to seek engagement from Jay’s
mother. As the risks escalated, midwives were offered ongoing consultation by the
vulnerable women’s team.
3.60 Following mother’s allegations against Jay’s father in early June 2021, mother was
assessed at North Middlesex University Hospital by mental health professionals who
determined she had no mental illness but displayed traits of personality disorder.
There was an appropriate referral to the Enfield Parent Infant Partnership team. The
purpose and intention of this referral would be to support mother in her parenting of
Jay, understand their needs, behaviours, and offer relational cues within a
therapeutic context. Due to the complexity of mother’s presentation, there was
ongoing liaison with Jay’s social worker and the Enfield Parent Infant Partnership
team. There was regular and comprehensive email communication between the
agencies. Jay and their mother attended three consecutive appointments with the
Enfield Parent Infant Partnership team, but Jay’s mother expressed ambivalence
about the work, disclosed a lack of trust with the professional network and her
perceived sense of being persecuted. She denied having any depression or anxiety
symptoms. Engagement with Jay’s mother was described as ‘complex’. It was
difficult to establish trust and it was assessed that mother had little insight into
understanding and reflecting on the needs of Jay. Whilst there was no aggression
witnessed towards Jay, mother’s ‘projections of her own experiences and the
perceived behaviour of others’ concerned the specialist support team practitioners.
3.61 There is evidence to suggest that a failure to treat perinatal mental health promptly
may result in a prolonged, and negative effect on the relationship between the
mother and baby and on the child’s psychological, social, and educational
development2
.","Recommendation 4 - Safeguarding partners in both local authorities,
alongside specialist perinatal mental health teams, should promote
awareness for safeguarding professionals on mental health assessment and
interventions for parents of young babies. "
2024HaringeyChildJayCSPR,"There is then a complete withdrawal of services as mother was not engaging. The
only agency with oversight was the health visitor and GP. Jay and mother were
discussed in safeguarding supervision and was the subject of clinical review
meetings at the GP surgery. There is reference to the GP referring to Enfield
Children’s Social Care as there had been a series of health visitor missed
appointments but there is no evidence this happened. Home visits by health visitors
were attempted and appointments made but there was no physical ‘eyes on’ Jay
between August and December 2021. Agencies had no idea about their lived
experience in the months before the significant injuries were observed. It is not
known whether Jay experienced ongoing physical or emotional harm from August to
December. The injuries that led to this review were significant with about 20 bite and
grab marks to Jay’s body observed. Jay presented as ‘wet and hungry’ when taken
into police protection. This would suggest that Jay’s mother was not providing safe
and consistent care over the preceding few weeks prior to the injuries being seen.
3.77 The Pan London Safeguarding Children Procedures highlight the agency responses
to those parents who are deemed ‘uncooperative’. There are noted approaches to
families in those circumstances. Effective working relationships with families should
be based on finding out why parents are not engaging and working with that issue
rather than withdrawing all support.
3.78 The reasons behind mother’s struggle to engage appeared to be based on her
feeling misunderstood, blamed and threatened and this presented a barrier to
ongoing support, and she quickly withdrew from all support offered.
4 “The Myth of Invisible Men” Safeguarding children under 1 from non-accidental injury caused by male carers
September 20
16
3.79 Mother’s overt non-compliance with agencies, although not in itself an identifier to
predict risk, does require safeguarding professionals to think critically and together to
judge whether this lack of engagement increases the risks to Jay. It was highlighted
in the GP practice meetings and escalation did not take place. There was no
evidence that an independent advocate had been identified or considered to ensure
Jay’s mother was supported in her contact with agencies. ","Recommendation 5 – A mechanism needs to be established between the
Health Visitor and GP, that following multidisciplinary discussions, there is a
shared understanding of actions, by when and by whom."
2024HaringeyChildJayCSPR,"The decision to close the case to Enfield Children’s Social Care presented other
agencies with a professional dilemma and the Enfield Parent Infant Partnership
consulted with those agencies who remained involved and sought an agreed position
to re-refer if mother did not engage. Professional escalation guidance is available in
the Enfield local authority procedures known as the Escalation and Resolution
Protocol. A Practice Improvement Group was seeking feedback as to its use and
areas for improvement. This would suggest more work is required with agencies to
fully embed this practice approach. ","Recommendation 6 – Where decisions are made to close children’s case
files in safeguarding agencies, this should be communicated to involved
safeguarding partners and if there is professional disagreement about that
decision, agencies need to use the existing escalation processes in the
existing policy.
Recommendation 7 – The Haringey and Enfield Safeguarding Children
Partnerships should review the use of their existing Escalation and Resolution
Protocol and assure themselves that all professionals are aware of its use.
The use of the protocol should be the subject to independent scrutiny. "
2024HaringeyChildJayCSPR,"As the Enfield Children’s Social Care assessments have not been made available,
the report author is unable to assess the racial and cultural issues that present in this
case and its impact on Jay. There are references by Jay’s mother of ‘cultural
differences’ in parenting between the couple but this is not explored further. It is not
clear whether Jay’s personal characteristics were the subject of more detailed
analysis and understanding and whether these issues affected professional decision
making.
3.82 Jay’s father noted that it was very difficult prior to July 2021 to progress Jay’s
relationships with the paternal side of the family. He reinforced the view that his
parenting style was very different to Jay’s mother and his culture and background
was important to him. 
17
3.83 Jay’s father had no physical contact with Jay from May 2021 to December 2021. This
is despite his requests via Enfield Children’s Social Care for contact with his child. He
was advised to seek legal advice to get access. He feels strongly that Enfield
Children’s Social Care did not involve him more fully in the assessments and
decision making at that time. This position appears to reflect agency information. ","Recommendation 8: The Haringey and Enfield Safeguarding Children
Partnerships should ensure that all multi-agency safeguarding training
explicitly reminds professionals of the crucial roles of birth fathers and carers
in a child’s life and assuring that fathers are involved in assessment,
interventions, and care planning. "
2024RochdaleChildE1CSPR,"5.16 Mother advised the social worker of her new relationship with partner B 4 days
after the second review child protection conference unanimously decided that child
protection planning was no longer necessary (Paragraph 3.23 and 3.24) and advised
the social worker that she was pregnant with child E1 two days after the child in
Strictly Confidential
29
need meeting at which it was decided that child in need support would be ending
(Paragraphs 3.34 and 3.35). The CSPR Panel noted that mother was aware that she
was pregnant with child E1 two days prior to the child in need meeting at which it
was decided that child in need support was ending but did not share this information
at the meeting. Children’s social care did not in fact close the family’s case for a
further five months (Paragraph 5.53). There is no indication that there was any
consideration of whether a Pre-Birth Assessment was required in respect of mother’s
pregnancy with child E1.
5.17 The Greater Manchester Safeguarding Policy on Pre-Birth Assessments to
which it is understood that the safeguarding children partners in Rochdale adhere,
states that the below circumstances indicate an increased risk to an unborn child
and a pre-birth assessment may be required:
a. A child who has previously died due to non- accidental injuries in the care of a
parent/carer; - including the sudden and unexpected death of a child where
any safeguarding concerns were raised (to avoid missing cases where there
was no concluded injury as cause of death but could have been neglect of
medical symptoms or lack of supervision).
b. Where previous children in the family have been removed because they have
suffered harm;
c. Where concerns exist regarding the mother's ability to protect;
d. Where there are concerns regarding domestic violence and abuse;
e. A parent or other adult in the household, or regular visitor, has been
identified as posing a risk to children;
f. A child in the household is the subject of a Child Protection Plan;
g. A sibling has previously been removed from the household either temporarily
or by court order;
h. Either parent is a Looked After Child or are known to children’s social care.;
i. Any other concerns exist that the baby may be at risk of Significant Harm
including a parent previously suspected of fabricating or inducing illness in a
child or harming a child;
j. A child aged under 16 and found to be pregnant;
k. Either or both parents have mental health problems;
l. Either or both parents have a learning disability;
m. Either or both parents are under 18 years;
n. Either or both parents abuse substances, alcohol or drugs;
o. If the pregnancy is denied or concealed.
5.18 Of the stated criteria which indicate an increased risk to an unborn child,
concerns had existed about mother and partner A’s ability to protect (criterion c)
child 1 and child 2 from the risk of sexual abuse from paternal step great
Strictly Confidential
30
grandfather but by February 2020 there were no longer any concerns in this regard.
There had been concerns about domestic abuse (criterion d) although these related
to partner A’s controlling behaviour rather than partner B. Child 1 and child 2 had
been subject to child protection planning (criterion f) but this had ended a little less
than three months before mother disclosed her pregnancy in respect of child E1.
Mother was known to have a mental health problem (criterion k) which had been an
issue of concern in both child protection planning and subsequent child in need
planning although the concerns about her mental health had diminished from the
level at which they were at in 2018 and 2019.
5.19 The Greater Manchester Safeguarding Policy on Pre-Birth Assessments that in
order to make the decision whether an increased risk to an unborn child necessitates
a pre-birth assessment, a referral must be made to Children’s Social Care/EHASH
(Early Help and Safeguarding Hub) and a strategy meeting/professional meeting
needs to be held. There is no indication that such a referral was made or considered
or that a strategy meeting/professional meeting was held. In this case there were
grounds for making such a referral - or at the very least considering a referral - to
children’s social care/EHASH in order that a decision was made on whether a pre-
birth assessment should be undertaken on the grounds of mother’s mental health
problems.
5.20 Given the documented progress which had led to the ending of child protection
planning and the anticipated step down from child in need planning, it seems likely
that a pre-birth assessment would not have been initiated. Mother’s mental health
appeared to have improved although there remained concerns about her ‘emotional
instability’. However, her relationship with partner B was very recent and she had
become pregnant very early in their relationship, which in Stage 2 (‘The
Commitment Whirlwind’) of Jane Monckton Smith’s Homicide Timeline (3) is a
potential indicator of controlling behaviour on the part of partner B. (However,
routine enquiry about domestic abuse was made of mother by midwifery on several
occasions during her pregnancy with child E1 and mother raised no concerns about
domestic abuse in her relationship with partner B). Additionally, the birth of a third
child could put the improved parenting of child 1 and child 2 under strain.
Furthermore, the conflict between mother and partner A, and the ‘feuding’ between
their two families remained a concern which the involvement of Family Group
Conferencing had been intended to address, but this had been interrupted by the
Covid-19 restrictions and was not subsequently resumed. However, a further factor
which would have counted against a pre-birth assessment was that the police check
on partner B – if it was carried out (Paragraph 3.24) – would have disclosed nothing
of concern and had his health records been checked they would have disclosed
minimal GP attendance, although he sought help from his GP in 2015 for anxiety and
panic attacks following a break up from the mother of partner B’s first child.
Strictly Confidential
31
5.21 However, considering a referral for a pre-birth assessment would have allowed
some thought to be given to the support needs of mother, partner B and mother’s
children’s further support needs ante and postnatally. The child in need plan had
ended - or was in the process of ending - with a planned step-down to Early Help.
This Early Help did not materialise. Formally considering the family’s support needs,
having decided not to undertake a pre-birth assessment, may have made the
omission of the anticipated Early Help support less likely. Formally considering a pre-
birth assessment would also have allowed the rationale for a decision not to
undertake an assessment to be clearly recorded – as required by the Pre-Birth
Policy.
5.22 It is therefore recommended that the Safeguarding Children Partnership
obtains assurance from partner agencies that all relevant professionals
 are aware of the circumstances which indicate an increased risk to an unborn
child and therefore may require a pre-birth assessment
 are aware of the requirement to make a referral to children’s social
care/EHASH if circumstances indicate an increased risk to an unborn child
 are aware of the need to fully document and decisions in respect of the
consideration of pre-birth assessments
 are aware of the need to further consider the needs of the unborn child
should a decision be made not to undertake a pre-birth assessment","That Rochdale Borough Safeguarding Children Partnership obtains assurance from
partner agencies that all relevant professionals
 are aware of the circumstances which indicate an increased risk to an unborn
child and therefore may require a pre-birth assessment
 are aware of the requirement to make a referral to children’s social
care/ EHASH if circumstances indicate an increased risk to an unborn child
 are aware of the need to fully document and decisions in respect of the
consideration of pre-birth assessments
 are aware of the need to further consider the needs of the unborn child
should a decision be made not to undertake a pre-birth as sessment."
2024RochdaleChildE1CSPR,"5.23 The subsequent diagnosis that child E1 would be born with cleft lip and palate
changed the dynamic of the situation. This was an issue likely to increase parental
anxiety during the antenatal period and present additional parenting challenges in
the postnatal period around feeding and – as the CSPR has disclosed – an increased
risk of colic and therefore crying.
Strictly Confidential
32
5.24 The Pre-Birth Assessments Policy does not include disability of the baby as a
criteria for considering a referral for a pre-birth assessment, nor does it advise that
the criteria (a) to (o) are not necessarily exhaustive and that professional judgement
may be called for, nor does it advise professionals that a decision not to undertake a
pre-birth assessment can be revisited if circumstances change. A diagnosis of a
disability in an unborn baby appears to be particularly relevant if there are current or
recent concerns about parental mental health and/or parental capacity or there is
current or recent involvement of children’s social care.
5.25 It is therefore recommended that the Safeguarding Children Partnership should
propose that the Greater Manchester Safeguarding Policy on Pre-Birth Assessments
should be amended
 to identify a diagnosis of a disability in an unborn baby as a factor which,
taken together with current or recent concerns about parental mental health
and/or parental capacity or current or recent involvement of children’s social
care, may be an indicator of increased risk to the unborn child
 to advise that the criteria (a) to (o) are not necessarily exhaustive, and that
professional judgement may be called for
 to advise professionals that a decision not to undertake a pre-birth
assessment can be revisited if circumstances change.","That Rochdal e Borough Safeguarding Children Partnership proposes that the Greater
Manchester Safeguarding Policy on Pre-Birth Assessments is amended
 to identify a diagnosis of a disability in an unborn baby as a factor which,
taken together with current or recent conc erns about parental mental health
and/or parental capacity or current or recent involvement of children’s social
care, may be an indicator of increased risk to the unborn child
 to advise that the criteria (a) to (o) are not necessarily exhaustive, and that
professional judgement may be called for
 to advise professionals that a decision not to undertake a pre-birth
assessment can be revisited if circumstances change."
2024RochdaleChildE1CSPR,"5.26 The closure of the child in need plan did not proceed completely smoothly. As
previously stated, the social worker advised partners that child in need planning
would be ending on 29th April 2020 (Paragraph 3.34) and made arrangements for
the interrupted Family Group Conference work to resume once Covid-19 restrictions
eased (Paragraph 3.36). It appears to have been decided that although the
involvement of the Family Group Conference was a key element of the child in need
plan, the child in need plan did not need to remain open simply to ensure the
completion of the Family Group Conference work. This seemed to be a reasonable
Strictly Confidential
33
decision, although there is no evidence that the Family Group Conference work
resumed when Covid-19 restrictions eased and without the child in need plan, there
seemed to be no way of gaining assurance that the Family Group Conference work
was completed as anticipated.
5.27 At the first practitioner learning event the headteacher of child 2’s school said
that she thought that the child in need plan remained open until June 2020. This
viewpoint is supported by the email sent by the social worker on 22nd June 2020 to
advise partners that the child in need plan had ended (Paragraph 3.41) and that
child 1’s school had agreed to lead on Early Help with the headteacher fulfilling the
role of lead professional.
5.28 This planned Early Help did not materialise. At the learning event the
headteacher said she was expecting the social worker to formally initiate the Early
Help process but this didn’t happen. Rochdale Children’s Services Step Up/Step
Down Protocol – which has applied from 1st December 2018 and was reviewed on 1st
May 2021 uses the term ‘step down’ to describe children and their families moving
from a higher level of intervention, such as a statutory children’s social care
intervention, to a lower level of coordinated support. The Protocol states that
stepping concerns down well is important in ensuring that issues do not re-escalate.
The Protocol’s Step Down Flowchart states that where a child in need intervention is
stepped down to early help, the social worker will chair the first team around the
family (TAF) meeting and a practice manager provides advice for 12 weeks. In this
case the social worker did not chair the first TAF meeting. Indeed no TAF meetings
were held. The Protocol goes on to state that a TAFs operation should be based on a
comprehensive up to date assessment of need and risk, which in this case would
have included consideration of the impact of the unborn child E1.
5.29 The CSPR Panel questioned how realistic it is to expect the headteacher of
child 1’s school to lead on Early Help given the range of responsibilities held by a
headteacher. Additionally, it was pointed out that whilst larger schools benefit from a
family worker post to support Early Help work, child 1’s school did not have such a
post and so the headteacher as designated safeguarding lead would be expected to
personally coordinate the multi-agency Early Help.
5.30 The anticipated step down to early help did not happen in this case. This
omission happened during a period of exceptional pressure arising from the onset of
the Covid-10 pandemic and the omission was mitigated to an extent by the support
child 1’s school provided to the family which would have been an integral part of any
formal early help support. However it is recommended that the Safeguarding
Children Partnership obtains assurance in respect of arrangements to step down to
Early Help, in particular:
Strictly Confidential
34
 that the Rochdale Children’s Service Step Up Step Down Protocol is adhered
to in all cases
 that schools which do not have a dedicated family worker post are provided
with the support necessary to lead the co-ordination of Early Help
 and that professionals are encouraged to challenge any absence of step down
arrangements","That Rochdale Borough Safeguarding Children Partnership obtains assurance in
respect of arrangements to step down to Early Help, in particular:
 that the Rochdale Children’s Service Step Up Step Down Protocol is adhered
to in all cases
 that schools which do not have a dedicated family worker post are provided
with the support necess ary to lead the co-ordination of Early Help
 and that professionals are encouraged to challenge any absence of step down
arrangements."
2024RochdaleChildE1CSPR,"31 As previously stated children’s social care did not finally close the case until
October 2020. It is not completely clear why there was such a long delay in closing
the case but children’s social care’s involvement with the family continued when
partner A reported child 1 and child 2 being found wandering (Paragraph 3.45) and
the social worker and her team manager had a discussion on 26th August 2020
(Paragraph 3.47) in which the prospect of continued children’s social care
involvement appeared to be an option. It is not known whether mother’s pregnancy
with child E1 was a factor in the delay in closing the case. There is no documented
indication that this was the case.
5.32 This case raises questions about the adequacy of case closure decision making
and documentation. There was a delay of over five months in closing the case after
child in need support had ended, the fact that the expected step down from child in
need support to early help had not taken place was not apparently noticed and a
material change in the family’s circumstances – the impending birth of child E1 –
was not commented upon. It is therefore recommended that the Safeguarding
Children Partnership obtains assurance from Rochdale Children’s Social Care that
case closure is used as an opportunity to check that all relevant tasks have been
completed, how any ongoing needs will be met, how any outstanding risks will be
addressed and shares the rationale for case closure with relevant partner agencies.","That Rochdale Safeguarding Children Partnership obtains assurance from Rochdale
Children’s Social Care that case closure is used as an opportunity to check that all
relevant tasks have been completed , how any ongoing needs will be met , how any
outstanding risks will be addressed and shares the rationale for case closure with
relevant partner agencies."
2024RochdaleChildE1CSPR,"5.33 No Early Help Assessment (EHA) appeared to be considered at the time mother
first contacted midwifery in respect of her pregnancy with child E1 (Paragraph 3.37),
at the time of her booking appointment (Paragraph 3.39) or when the scan disclosed
cleft lip and palate (Paragraph 3.46). The Rapid Review which preceded this CSPR
was advised that had the case been brought to the attention of the specialist
midwife, she would have recommended that an EHA be completed.
5.34 On the Special Circumstances form the question ‘Has an offer of Early Help
been considered?’ was answered ‘no’ with the reason given as ‘does not meet the
threshold’. (Paragraph 3.38) Mother had disclosed her history of depression and
overdoses to midwifery but said that she had been doing much better recently and
had stopped taking antidepressants in February 2020. Mother also disclosed that her
children had previously been on a child protection plan which had been stepped
down to child in need but thought it had now been stepped down further.
5.35 Special Circumstances forms were twice completed and circulated to partners,
but this process appeared to achieve little apart from prompting contact with
children’s social care who were documented to have confirmed that they were
‘involved’ with the family and that the midwife’s contact details would be passed to
the social worker. By this time the child in need plan had been closed or was in the
process of being closed but, as stated, children’s social care did not formally close
the case until October 2020. It seems possible that midwifery may have taken
comfort from children’s social care’s apparent continued involvement with the family
and that this may have been a factor which dissuaded them from considering an
Early Help Assessment. The Special Circumstances Forms were received by the GP
practice which could have presented a further opportunity (first opportunity missed –
Paragraph 3.33) for the GP to consider the impact of the pregnancy on mother’s
depression and the impact of stopping taking her antidepressant medication.
Strictly Confidential
36
5.36 A multi-agency EH approach (if consented to by the parents) during the
pregnancy would have supported all involved practitioners in better understanding
the history and current issues/stressors faced by parents. There were many
complexities in this case in addition to mother’s mental health history. Her personal
relationship history was complex. She had experienced domestic abuse in many of
her previous intimate relationships. Relationships were also fractious between
mother and her own family and as the birth of child E1 approached she appeared to
have no contact with her family which reduced available support. Partner A had
taken issues relating to contact with child 1 and child 2 to the Family Court and the
parents had been unable to agree a way forward resulting in legal proceedings
continuing. The impacts of Covid-19 restrictions may also have affected family
support.
5.37 The CSPR has been advised that the lack of consideration of an Early Help
Assessment was an area of learning identified in a previous CSPR (Child B1). The
lack of consideration of an Early Help assessment at booking-in or when the cleft lip
and palate diagnosis was made, suggests that this is an issue which may require
continued focus from the Safeguarding Children Partnership. It is therefore
recommended that the Safeguarding Children Partnership obtains assurance from
the Northern Care Alliance NHS Foundation Trust that midwifery services are aware
of the Early Help process and that appropriate staff have received the training and
support necessary to complete Early Help Assessments and fulfil the lead
professional role which co-ordinates Early Help support.","That Rochdale Borough Safeguarding Children Partnership obtains assurance from
the Northern Care Alliance NHS Foundation Trust that midwifery services are aware
of the Early Help process and that appropriate staff have received the tr aining and
support necessary to complete Early Help Assessments and fulfil the lead
professional role which co-ordinates Early Help support."
2024RochdaleChildE1CSPR,"5.38 There was a lack of in-person, video or telephone contact between the clinical
nurse specialist, the community midwife and the health visitor during the postnatal
period. Unsuccessful attempts were made to make telephone contact. Contact may
Strictly Confidential
37
have been more difficult as a result of the time of year – Christmas and New Year –
and the restrictions introduced from Boxing Day to address the Delta wave of the
pandemic may have added to the communication challenges. Such communication
would have helped to clarify professionals understanding of child E1’s weight loss for
example and may also have helped to co-ordinate visits as there was a gap between
31st December 2020 and 5th January 2021 when there was no professional contact
with the parents and child E1. Crucially, multi-agency communication would have
provided an opportunity for midwifery and the health visitor to share information
about mother’s mental health history, of which the cleft lip and palate service have
advised this CSPR that they were unaware.
5.39 One of the overall aims of the North West England, the Isle of Man and North
Wales Cleft Lip and Palate Network Protocol is to communicate effectively and
promote mutually supportive working relationships across all specialties and
geographic areas, as well as partnership working with primary care and other
agencies (within the bounds of confidentiality). This aim was not achieved in this
case although the aim of promoting mutually supportive working relationships across
all specialities was the responsibility of all partner agencies. However, it is
recommended that the Safeguarding Children Partnership share this CSPR report
with the Manchester University Hospitals NHS Foundation Trust, which is the lead
NHS Trust for the North West England, the Isle of Man and North Wales Cleft Lip
and Palate Network so that the Trust can consider whether the learning from this
CSPR necessitates any changes to their Protocol.","That Rochdale Borough Safeguarding Children Partnership share this CSPR report
with the Manchester University Hospitals NHS Foundation Trust, which is the lead
NHS Trust for the North West England, the Isle of Man and North Wales Cleft Lip
and Palate Network so that the Trust c an consider whether the learning from this
CSPR necessitates any changes to their Protocol."
2024RochdaleChildE1CSPR,"It is also recommended that the Safeguarding Children Partnership obtains
assurance from the Northern Care Alliance NHS Trust that when referrals are made
to the cleft lip and palate team, any information held in respect of parental mental
health is shared with the cleft lip and palate team.","That Rochdale Borough Safeguarding Children Partnership obtains assurance from
the Northern Care Alliance NHS Trust that when referrals are made to the cleft lip
and palate team, any information held in respect of parental mental health is shared
with the cleft lip and palate team."
2024RochdaleChildE1CSPR,"Contradictory safe sleeping advice was given by the health visitor who
provided what is regarded as the standard advice that new born babies should sleep
on their back - as recommended by the Lullaby Trust – and the clinical nurse
specialist (CNS) from the cleft lip and palate team who advised the parents to place
child E1 on alternate sides. At the second practitioner learning event the
representative from the cleft lip and palate team said that their safe sleeping advice
was informed by an ongoing research programme. The most recent paper produced
by this research programme Safe sleeping positions: practice and policy for babies
with cleft palate (2017) (4) noted that cleft palate affected the structure of the hard
and/or soft palate, and is commonly associated with differences in tongue position,
upper airway structure and functioning. All children affected by this condition tend to
have smaller upper airways and are at greater risk of sleep-disordered breathing
(SDB) and obstructive sleep apnoea (OSA). The paper noted that national guidance
in the UK recommends adopting the supine position in order to reduce risk of
sudden infant death and that the benefits and risks of using lateral sleep positioning
for infants with conditions known to be associated with upper airway obstruction
were uncertain, and the use of lateral sleep positioning for infants with cleft palate
was anecdotal. The paper reviewed the advice provided for parents of infants with
cleft palate about safe sleeping positions by all but one of the regional specialist cleft
centres in the UK. Over half the centres used lateral positioning, but the uncertainty
of evidence to support this practice was described as a matter of concern for Clinical
Nurse Specialists in cleft centres. The paper observed that variation in advice
indicated a lack of research evidence to guide practice and also noted that
uncertainty about practice which differs from the standard advice of generalist
health professionals including midwives, health visitors and general practitioners had
the potential to cause anxiety for parents and risks for infants. The paper concluded
that further research was needed to provide an evidence base for practice to
minimise the risks of OSA as well as sudden death in infants with cleft palates. The
CSPR has been advised that the further research recommended by Safe sleeping
positions: practice and policy for babies with cleft palate was ongoing and it was
anticipated that it would inform safe sleeping advice given by the cleft lip and palate
service in the future.
5.42 The contradictory safe sleeping advice did not appear to be an additional
source of parental anxiety in this case, but it could well have contributed to parental
anxiety, given mother’s mental health history and the difficulties she began to
experience with assisted feeding of child E1. It is therefore recommended that the
Safeguarding Children Partnership note the advice provided to this CSPR that safe
Strictly Confidential
39
sleeping advice to parents of cleft lip and palate babies is under review and advise
the National Child Safeguarding Review Panel of the current position so that the
National Panel can consider what action to take in respect of the conflicting safe
sleep advice currently being given to parents of cleft lip and palate babies pending
the outcome of ongoing research. It is also recommended that the Greater
Manchester Safeguarding Children Partnership is made aware of the possibility that
conflicting safe sleep advice may be given to the parents of cleft lip and palate
babies","Recommendation 8
That Rochdale Safeguarding Children Partnership note the advice provided to this
CSPR that safe sleeping advice to parents of cleft lip and palate babies is under
review and advise the National Child Safeguarding Review Panel of the current
position so that the National Panel can consider what action to take in respect of the
conflicting safe sleep advice currently being given to parents of cleft lip and palate
babies pending the outcome of ongoing research.
Recommendation 9
That Rochdale safeguarding Children Partnership notify the Greater Manchester
Safeguarding Children Partnership of the possibility that conflicting safe sleep advice
may be given to the parents of cleft lip and palate babies in order that Greater
Manchester guidance may be provided on the action to be taken in such
circumstances."
