report_id,evidence,recommendation
Comhairle nan Eilean Siar Scrutiny Report,"a) Key strategic partnerships and partnership planning
Strategic partnership
The Community Health and Social Care Partnership (CHaSCP) was the key
partnership in health and social care. It had been established in June 2007
and had a scheme of establishment which was a well written and substantial
document which detailed the scope and implications of closer partnership
working. However, a report published by Audit Scotland in June 201123
contained some criticism of the partnership – considering it not to have
developed a clear role, and to have made insufficient progress in facilitating
better joined-up health and social care services.
There was wide agreement that strategic working relationships – particularly
those with NHS Western Isles – had improved significantly since the
performance inspection in 2006. However, the partnership was some
distance away from providing a fully functional health and social care
management structure. In discussion, managers agreed that the potential of
the CHaSCP was yet to be realised.
Some development of closer working arrangements was evident in the
agreement surrounding the use of change fund monies (referred to earlier in
the report). However, such developments, along with past achievements such
as the establishment of Faire and a single occupational therapy service, had
emerged more out of pragmatism, rather than a shared vision. Whilst this
situation was accepted both by the Comhairle and NHS Western Isles, we
noted more of a preference for ‘organic growth’ on the part of health, whereas
the Comhairle were keen to explore the possibility of further integration.
23 Review of Community Health Partnerships, June 2011.
www.audit-scotland.gov.uk/docs/health/2011/nr_110602_chp.pdf
Page 22 of 29
We read a range of partnership plans. The action plan for the development of
services for older people 2011-12 had good information about demographics
and changing aspirations for service users. It aimed to link with the single
outcome agreement (SOA) outcomes. However, it was not really an action
plan as it was not SMART. Aims and objectives were broad and SOA based.
A separate update of the plan reported to committee in 2011 had no
information on what actual progress had been made in terms of objectives
met. Progress was to be monitored by the older people’s partnership but
there was no information on how this would be done.
The Re-ablement Strategy 2011-12 was good on explaining the concept, why
it needed to be done and how the job of a carer might change as a result.
However, there was a lack of strategic content - only the final two pages
addressed the development of a service and suggested a roll out programme.
This was useful groundwork but there was still some way to go before this
constituted a strategy.
We read a range of joint policies. These included a joint discharge policy for
hospital patients, a multi-agency falls policy and a well written young carers
strategy – the latter supported by some local research which provided an
evidence base to prioritise needs and responses.
Integrated children’s services planning and early year’s partnership provided
good evidence of effective partnerships in these areas. Governance
arrangements in support of the integrated children’s services plan were clear,
and there were links to other strategic partnerships. There was good
information on demographic issues and details of numbers of children whose
names were placed on the child protection register. There were five learning
communities (geographically based) and each had a children’s service locality
group focusing on the SHANARI24 outcomes. An action plan for child and
adolescent mental health services we saw was in early draft form.
We referred earlier to work intended to introduce a Getting it right approach to
working with children and families in the Western Isles, including a draft
committee report (intended for the December 2011 education and children’s
services committee meeting) which set out policy proposals to take this
forward. In talking to senior managers in NHS Western Isles, we were
concerned to learn that there had been a lack of engagement at senior level
regarding the implementation of this policy.
Key criminal justice social work partnerships were in place – for example,
Northern Criminal Justice Authority, local multi-agency public protection
arrangements (MAPPA), as well as links to other key partnerships such as
drug and alcohol and community safety.
Strategic commissioning
Senior managers confirmed that no significant progress had been made in
relation to strategic commissioning since 2006. A number of factors were
24 Safe, Healthy, Active, Nurtured, Achieving, Respected and Responsible, Included.
Page 23 of 29
identified as contributing to this, including vacancies in key management
positions and the reorganisation of social work services into two separate
departments. Despite these constraints, we continue to consider this a
priority for the Comhairle, if the demographic, social and financial challenges
of the coming years are to be met. We therefore have no hesitation in
repeating the recommendation we made in 2006 - the difference being the
offer of supported self-evaluation on this occasion","Education and children and social and community services should develop
commissioning strategies, designed to achieve the best possible outcomes for
people who use services and their carers, involving their strategic partners
where appropriate. The Care Inspectorate will offer appropriate assistance in
support of this recommendation. "
Edinburgh City Council Scrutiny Report,"Scrutiny Findings
The further development of Social Care Direct (SCD) had provided quicker access to
a range of support including putting people in touch with other support options
available in the community that included a range of lunch clubs and community
education classes that reduced their need for a more formal service. However, the
council services needed to do more to make the public aware of their strategies to
engage in more community based support to enable them to target resources more
effectively to those with higher levels of need.
Staff thought SCD had helped reduce the numbers of referrals through the duty
system, and that the temporary secondment of service managers to SCD had meant
that appropriate knowledge and skills were available at the first point of contact.
Page 9 of 18
Advocates and representatives of service users we met reported some difficulties in
getting through to SCD and having to explain the situation to a new person each time
they did get through.
The assessment processes were being developed to help staff consider a more
outcome focused assessment and care plan. At the time of the scrutiny this was at
an early stage in health and social care, and staff had to use a range of different
systems to record information, which was cumbersome and time consuming.
Managers, however, were beginning to address these concerns.
We found that assessments and care plans were up to date in most of the case files
that we read. The quality of the assessments were mainly good or better. However
not all of the care plans had taken account of changes for the individuals concerned.
We particularly wanted to find out about the experiences of children with disabilities
and adults who were receiving support from care at home and housing support
services.
We met with a group of parents of children with disabilities. The majority of them told
us that they usually received help when they needed it but would have liked greater
continuity of social worker so they knew the person they were contacting when
anything changed. Some had experienced several changes of social worker.
Managers were trying to increase the number of people who received services and
were trying to reduce costs by reducing the numbers of children placed out with the
council area. They had also increased the level of respite available for children both
during the day and overnight and were above the Scottish average in both.
Senior managers acknowledged that in order to give more people support some
families received less direct social work support than they used to have. Most people
we met who received a service were happy with the service they received, but would
have liked to be more engaged to understand the planned changes to the services
they received. Carers we met also told us that they did not always know why
packages of care had been changed. We thought that managers and staff should
do more to share their plans with parents so that they understood how services were
changing","The service should improve communication with people who use services and
their carers to ensure they are listened to about proposed changes in the
services they receive."
Edinburgh City Council Scrutiny Report,"Staff and managers told us that they were supporting more people to remain at
home with flexible support. Substantial investments in community alarms and
telecare had been important in this development. The day care services review had
produced some good outcomes for some people who now had more mainstream day
activities in the community. Local area co-ordinators had worked with over 500
people in the previous two years to provide more flexible support to those with less
complex needs and help them into employment and education opportunities. We
concluded that there had been good progress in providing lower levels of support
services earlier to both children and adults to help them gain confidence in managing
Page 10 of 18
their needs. Once needs were identified services were put in place to support
individuals.
A survey of users of home care found that over three quarters of the visits were
shorter than the allocated time. Users also reported that nearly two thirds of home
carers did not carry out tasks as the users would wish. As a result of this survey the
council had plans to monitor the time spent on home visits.
We met with several people who used both in-house and commissioned care at
home services who were generally positive about the quality of the services they
received. “By and large the service is such that you don’t have to complain – though
it may be limited”. Many were receiving regular support from a dedicated group of
staff. Managers were working to develop measures to assess the increasing levels
of dependency of the people who were remaining at home as well as the changes in
needs of people who were being cared for in care homes. The council had
commissioned a survey from ISD on the latter.
Those who received support from private providers were less positive than those
who were supported by council run services. Carers we met were also of the opinion
that the care offered by council services was generally better than that from other
providers. They said, however, that when poor services were identified
improvements were implemented. A carers’ representative we met confirmed this
view. In the main, service users were receiving services on time and by a consistent
staff group. The council aimed to address concerns through their contract
specification and monitoring.
The council and the Care Inspectorate held regular meetings to discuss all poorly
performing regulated adult care services. These meetings brought together
operational, contract and commissioning, staff from the Edinburgh Community
Health Partnership, and Care Inspectorate staff to share information and develop
action plans, with a view to supporting improvement in these services.
Criminal justice front line staff reported that there were problems about criminal
justice, children and families and health and social care staff having access to
aspects of information held on case records. They told us that while case recording
was usually available, reports and other documents were not always so. Staff in
C&F and H&SC echoed concerns about retrieving information. In our file reading,
we found it difficult to find information in general and on risk in particular because of
the recording systems in use. It is important that access to information that may be
of relevance to any risk to the person using services is available to those who may
need it. Managers recognised the difficulties in the systems and were taking action
to respond. However, we were told that at present a proposed new e-assessment
framework would not be accessible to health or housing colleagues. The involvement
of the link inspector in future file auditing processes might be helpful in assessing the
impact of these changes","The service should continue to improve systems for recording information
about people who use services, and ensure that information is accessible to
those professionals who need it. "
Edinburgh City Council Scrutiny Report,"Children and Families
Staff in C&F told us that risk assessment tools were part of the assessment
framework and staff found these to be useful and comprehensive. Lower level risks
were not generally record as part of a risk assessment but were more likely to be
recorded in case notes.
Team leaders were improving their understanding of what a good risk assessment
and plan should look like. They were working with staff to improve their recording to
include analysis. Their standardised tools helped staff to focus. Staff had been
trained and supported to use and analyse chronologies. This was at an early stage,
and there was variable content of chronologies.
Page 12 of 18
Children and Families front line staff highlighted their concern that permanency work
was not always given the priority it should have as delays within legal services meant
that work sometimes had to be repeated as it became out of date before orders
could be implemented. Managers were working with legal services to prioritise the
needs of children awaiting permanency orders to ensure a more streamlined
approach.
None of the 6 carers of children with disabilities we met had received regular or
recent reviews of the care package, although components of the package had been
reviewed by individual service providers.
The head of children and families reported a significant improvement in reviews of
looked after children. Performance information had also been improved More
resources had been targeted, a new manager appointed to lead this process and
staff moved into one office.
Some staff in C&F were concerned that the constant need for throughput of cases
meant that the quality of the work with individuals and families could be reduced, for
example linking people to other community supports and having sufficient protected
time to build relationships with children and their families. The early intervention
team had a growing waiting list which meant they did not always become involved as
early in a situation as they would have liked.
The concern about the quality of work was echoed by front line staff in H&SC, where
some thought that a new allocation system made it more difficult for them to organise
their caseloads. They thought that this system reduced waiting lists on paper but
could adversely affect the quality of the work they did with people who use services,
for instance because reviews were rarely allocated to those who did the original
assessment and therefore already knew the details of the service user’s situation.","The service should ensure that workload monitoring and file auditing takes
account of the quality of the work undertaken by staff, and its impact on
service users, and takes the views of staff into account when making changes
to workload management. "
Edinburgh City Council Scrutiny Report,"Health and Social Care
The consultation exercise undertaken by H&SC for the joint learning disability
capacity plan for 2010-2020 identified issues around ensuring the safety of some
service users linked to self directed support. The CSWO supported the view of front
line managers and staff that people in receipt of direct payments would be reviewed
regularly, the level of review dependent on professional judgement about the level of
need and risk for the individual service user. Staff continued to monitor services to
people in receipt of direct payment and gave examples of situations where payment
was ceased and other ways of delivering services introduced when a risk in
continuing direct payments was identified.
The team working on the personalisation and outcomes agenda recognised the need
to have a clear risk assessment included in the process. They recognised the need
to approach reviews differently, for instance when someone had direct payments
where potential abuse was an issue. This was to be taken forward through one of
the work streams.
The review of services offered to individuals is an important element in care
management to ensure that the appropriate services are being offered, particularly in
response to changing needs and the identification of and response to risks. H&SC
had identified that many people they were supporting were not receiving reviews, or
were waiting a long time to have their review.
We had noted the increase in reviews undertaken in H&SC recently to reduce the
backlog. While we welcomed this, we had some concerns whether these reviews
were being undertaken by appropriately qualified and trained members of staff, and
that some were being undertaken by telephone. Both front line staff and their
immediate managers assured us that it was very rare for a review to be undertaken
by telephone, and that front line workers would use their professional judgement to
decide if it was ever appropriate to do so. We were assured by senior managers
that decisions about who would undertake reviews would be taken by managers and
that reviews would be undertaken by appropriately qualified and experienced staff.
Ten service users we met who were receiving home care services did not think they
had regular reviews of their care. Most of the older people we met who were
receiving a range of services told us that their services were reviewed and that
changes were made to increase or decrease the number of hours of support they
received when their needs changed. People with learning disabilities were less
positive and thought that sometimes their support arrangements could be more
flexible. Some spoke of their services being reduced. Their service was regularly
reviewed but some people did not think that their needs were listened to unless they
were represented by an advocacy service.
Page 14 of 18
In response to our concerns raised about people with learning disabilities being
placed in residential care homes for older people, front line staff, managers and
senior managers told us that this would be very unusual, and would be carefully
considered in a process following a multi-disciplinary assessment involving the
person and family members. Each of the service users would receive an annual
review by one of two dedicated learning disability workers.
The Edinburgh Learning Disability Plan Update Report which was presented to
Health and Social Care Committee on 24 May 2011 highlighted the concern that had
been raised locally and nationally about people with learning disabilities living in care
homes for older people. The report identified 43 people placed in Edinburgh and 5
out with Edinburgh, but stated that only 4 were under 65, 2 of whom also had
dementia and two with extremely complex needs. An action plan was being
developed to address the issue","The service should continue to improve review processes and ensure that
those most vulnerable, are subject to regular reviews by appropriately
qualified and experienced staff, and any concerns raised responded to quickly. "
East Dunbartonshire Council Scrutiny Report,"Scrutiny Findings
Managers and staff were clear that the implementation of the SOM process had had some
adverse effects on staff morale. The process sought to centralise overlapping functions.
Overall it had slowed down change in service delivery particularly in filling posts. In
children and families services there had been a protracted period in filling vacancies.
Older peoples’ services had benefited from an additional post. We were concerned to
note that some staff were still awaiting the outcome of appeals in relation to single status
after three years.
At a meeting of criminal justice staff, staff told us they felt that the SOM process of
reviewing their service management structure had left them feeling isolated and
overlooked by senior management. They told us that there was no regular supervision,
though they had access to informal discussion with the service manager if needed but
there was no formal discussion of staff development. They reported that morale
nonetheless was good but that this was due to their own commitment and experience. We
raised these issues with the senior manager responsible. We have now learned that steps
are being taken to respond to the issue of low morale in criminal justice by meeting with
staff and joint training with children services staff. Other concerns raised by criminal
justice staff are addressed in the section on risk management.
The SOM had also impacted on the development and delivery of learning and
development for staff as the training function had been centralised and staff were not clear
how this would work for them. There was not a dedicated training team, but staff with a
training function reported that some of the work they had been undertaking, such as self
evaluation of the impact of training on staff and outcomes for people who use services had
been put on hold because of the implementation of these changes.
Page 6 of 14
Adult and child protection training continued to be delivered and developed by designated
staff within social work services, but budget allocation for this important work was not
clear.
Staff expressed concern that few external training resources were available, and children
and families staff reported limited access to British Association for Adoption and Fostering
(BAAF) courses on adoption and fostering. We saw updated training plans for children
and families and community care which indicated that external resources were being
utilised and that key priorities for training had been identified.
Managers were creative in using funding from other sources to maximise training
opportunities, using their membership of the Clyde Valley learning and development group
to share resources, and by, for instance, engaging with other partners such as Scottish
Training on Drugs and Alcohol (STRADA) for substance misuse training and Mental Health
suicide prevention (ASSIST) training.
There was a social work group chaired by the head of children and families services which
addressed the training needs of social work, and the Chief Social Work Officer (CSWO)
was confident that the training and support needs of social work staff would be delivered.
It was too early in the process for us to evaluate the impact of this change.","Senior managers should ensure that staff training continues to meet the needs of the
service."
East Dunbartonshire Council Scrutiny Report,"Scrutiny Findings
East Dunbartonshire’s risk assessment framework had been revised since our ISLA file
reading, and had taken account of our concerns and incorporated adult protection
guidance.
The Community Care Improvement Group (CCIG) had a particular focus on risk
assessment and planning, and were making good progress in workstreams which included
screening, assessment, risk continuum, chronologies, case file recording and case file
auditing to implement improvements.
They had completed a revision of their Risk Assessment and Management Procedures
(RAMP) to incorporate adult protection procedures. Team leaders we spoke to told us that
developments in adult protection had created an increased focus on risk assessment.
Risk assessments were beginning to address positive risk taking and improvements in
recording this were being planned. All adult protection referrals were screened by a team
manager. In older peoples’ services, the team manager reviewed all risk assessments
Page 8 of 14
and any consequent risk management plans. Arrangements were, therefore, not
consistent across community care.
Staff in addictions and mental health used their own SSA formats – joint tools used
throughout the health board area – but when significant risk was identified, the same
format risk assessment tool was used by all teams. The challenge for managers was to
ensure that staff properly completed all of the risk assessment and risk management tools
At the time of our scrutiny the CCIG workstreams had identified actions to be taken to
quality assess case files in community care by team and fieldwork managers, and a
process of regularly auditing case files using the Care Inspectorate file reading template.
This was at an early stage of development. Support from the Care Inspectorate in carrying
out community care service file audits was offered. This is an issue that the link inspector
will take forward.
We were provided with a training plan by the CCIG, which identified training in aspects of
risk assessment and risk management and adult protection for 2011 and 2012.
Our file reading identified a problem in the use of chronologies, particularly in community
care, where there was no chronology in a significant minority of cases where it would have
been appropriate for there to have been one. There was a training event for staff on the
use of chronologies during the week of our fieldwork, and a plan to improve the use of
chronologies. The link inspector will monitor this work.
In children’s services, good progress had been achieved in relation to risk assessment,
risk analysis and risk management. This had been achieved through the introduction of
improved approaches, primarily the use of risk assessment tools. All staff we met reported
they had received training in risk assessment and management, and that team leaders
signed off all risk assessments. This is useful for improving the quality of risk
assessments and risk management plans. Team leaders in children’s services should
regularly sample case records.
Criminal Justice staff we met reported that they had not had formal supervision for over a
year, though they had received guidance and support from managers and peers. They
thought that the reason for this situation was that senior posts in criminal justice had been
re-graded, and one of them then had been regraded to a former level. This had caused
confusion about management arrangements.
Staff also reported that only offenders who were subject of Multi Agency Public Protection
Arrangements (MAPPA) were being reviewed. There were clearly risks associated with
this. As indicated in the section on staff, we reported the above to the senior manager
responsible for criminal justice services who said she would address the matter urgently.
We have now seen evidence that an improvement plan has been agreed, and a
supervision plan has been put in place outlining monthly supervision dates for the rest of
2011. The situation in relation to case reviews of offenders not subject to MAPPA was still
unclear.","Social work services should clarify and resolve the situation concerning the review of
cases in criminal justice. "
East Dunbartonshire Council Scrutiny Report,"Scrutiny Findings
The Assurance and Improvement Plan (AIP) identified that East Dunbartonshire Council
was strengthening its leadership of the community planning partnership. It was clear that
East Dunbartonshire still had some way to go in developing a robust strategic partnership
with health. The Head of Social Work thought that his recent absence had had a negative
effect on the pace of the development of strategic partnerships. There had been a recent
re-emergence of consideration of a Community Health Care Partnership.
Page 10 of 14
At the time of our scrutiny, revised partnership governance arrangements were being
considered by the East Dunbartonshire Community Planning Themed Partnership –
Community Care and Health. A report in April 2011 reflected the “widespread agreement
of all participants over the need to consolidate partnership structures and ensure that chief
officers work together more closely to deliver strategic priorities, manage performance and
ensure clear accountabilities for outcome delivery.” The report proposed the
establishment of an Executive Group of chief officers to bring sharper focus to outcome
delivery and ensure effective implementation of the Single Outcome Agreement (SOA).
Progress had been made in relation to the reshaping of older people’s care through the
change fund bid and transformation plan. The bid was approved by the Joint Improvement
Team (JIT) on behalf of the Scottish Government, and a Programme Board of partners
established to develop and implement proposals outlined in the plan.
The JIT had recognised the positive commitment to the engagement of the third and
independent sector, but identified the need to develop performance measures, a joint
commissioning strategy, and the necessity to commit some change fund money to
strengthen local capacity and resources.
These processes were at an early stage of development, but partners had come together
to agree a challenging agenda. The targets for reshaping care for older people had been
set jointly by health and social work, with shared electronic recording. However, while
re-ablement, health based community rehabilitation and single point of access proposals
designed to support discharge from and prevent admission to hospital were relatively well
advanced, they had been progressed with limited cross agency involvement. We thought
that an opportunity had been missed to improve joint working. Further work on this was
needed if partners were to deliver integrated service improvements.
Joint commissioning for older people had slowed, in part because of the absence of the
appointed officer, but a replacement had been appointed to undertake this important piece
of strategic work, which was now being actively progressed. Commissioning for other care
groups now needed to be progressed.","Social work managers should ensure that commissioning continues to progress for all
community care groups"
East Dunbartonshire Council Scrutiny Report,"The learning disability, mental health and addiction teams were all co-located. Team
managers and staff agreed that this had improved communication across the service and
between services.
Joint management arrangements varied. The addictions team had identified the need to
clarify roles and responsibilities between health and social work staff about case
management and duty. A recently created social work post had helped to improve service
delivery.
Staff had been engaged in developing shareable outcomes-based assessments, and staff
in community care spoke of good working relationships with health colleagues.
Relationships with the police had been very positive in relation to work with Adult
Protection, as the police had appointed their own advisor.
Page 11 of 14
In criminal justice there was good evidence of close partnership with the police, particularly
in relation to MAPPA. Staff expressed concerns about relationships with NHS mental
health services, but indicated that working with substance misuse services was improving
in part because of the new children’s worker.
In children and families services, multi-agency working was seen to be good, by front line
staff, but, in common with other local authorities, the use of the Integrated Assessment
Framework was invariably led by social workers, although there had been improvements in
contributions from health and education.
A post to liaise with looked after children’s teachers had improved communication with
education. Social work staff having access to education department records for all schools
was seen as being useful for finding core information about children.
Although communication with health staff was generally seen as very good, children’s
services staff reported problems in communication with mental health services about the
condition of parents of children known to social work. A recent Significant Case Review
for the Delivering for Children and Young People Themed Partnership (DCYPP) indicated
the lack of clarity around roles and responsibility, particularly between health staff in adult
mental health services and children and families social work as a concern. It also
identified “a lack of focus of potential impact on children of significant parental mental
health issues”. It was thought that the process might be improved if social workers could
make direct referrals to the NHS mental health team as at present only GP referrals were
accepted. An action plan had been developed, but at the time of the scrutiny, efforts were
still being made to improve the situation.","Social work services should work quickly with NHS mental health services to resolve
concerns about communication in relation to people who are known to both services. "
East Dunbartonshire Council Scrutiny Report,"Work was ongoing to develop corporate parenting. We found that social work services
were working hard to promote and progress corporate parenting, but a more
comprehensive corporate approach would improve matters. There had been a number of
corporate parenting events including seminars with elected members, but East
Dunbartonshire still needed to improve its corporate parenting position. A policy document
on corporate parenting was at the final draft stage at the time of our scrutiny visit.","Social work services should work with the local authority to continue to increase and
advance the corporate ownership of corporate parenting and the pace at which it is being
developed. "
West Lothian Council Scrutiny Report,"Risk Assessment and Risk Management
SWIA case file reading produced generally positive results with regard to risk assessment and management. For example, of the 45 cases with an element of public protection 87% (39) contained a risk assessment, 92% (36) of which were carried out at the appropriate time and 82% (32) of which were of a quality of ‘good’ or better. In only one case was the assessment of risk less than adequate. This represents a strong performance.
Of the 23 cases where file readers felt that a risk management plan should be in place, 61% (14) had an up-to-date plan, 35% (8) did not and one case had no plan at all. Seventy-nine percent of the plans were evaluated as good or better but 21% (3) were adequate or weak. These figures indicated room for improvement in the compilation and quality of risk management plans, but the wider question, of whether all concerns had been dealt with adequately regardless of whether a plan had been compiled or not, produced a positive answer in 88% (36 of 41 responses) of cases.
In 100% (27 responses) of files with an element of personal protection only, all concerns had been adequately addressed.
The overall picture, therefore was of good quality assessments, reviews and care planning both in the procedures we read and particularly in SWIA file reading results. Information sharing between services was good as was the quality of risk assessment and management plans. There was some room for improvement in increasing need for risk management plans to be undertaken and for more case files to be audited by managers but good outcomes were apparent across the range of cases in terms if risk reduction and risk management. (from ISLA)
There were strong adult and child protection partnerships in West Lothian Council which was well represented on strategic working groups implementing the Adult
Page 5 of 17
Support and Protection Act (Scotland), 2007. High level partnership working (replicated at each organisational level) across all age groups was exemplified by the work of the council with Edinburgh, Lothian and Borders Executive Group (ELBEG). Joint adult and joint child protection procedures were produced and signed off by this strategic group. The Adult Protection Procedures were reviewed in 2010. Like the child protection procedures, these were of a high standard and included clear lines of reporting, and the review of critical incidents.
The first biennial report of the adult protection committee (2010) provided a comprehensive account of activity and developments, including examples of good practice and issues of challenge, for example the initial high rate of referrals (particularly from police) and the resource intensive and complex nature of the work. The report was a thorough evaluation of the first two years of activity since the Act was passed. Two of the main objectives highlighted in the report were to enhance service user and carer involvement in adult protection committee activities and to improve community engagement.
In addition, there were separate risk assessment procedures and tools for child and adult protection, as well as for MAPPA4 and for individual service groups. For example youth justice services and care homes for older people had their own guidance. Collectively these were impressive.","Social Policy should ensure that staff fully implement the service’s robust
protocols and make sure that, where needed, there are up-to-date risk
assessments and risk management plans. "
West Lothian Council Scrutiny Report,"Partnership Working
There was evidence of very good partnership working between Social Policy and partner agencies.
Page 7 of 17
The integrated children’s plan contained a SMART6 action plan with wide-ranging objectives. Most of the objectives in the plan did not mention social policy explicitly. Managers we met assured us that a partnership approach is prevalent, Social Policy is a key partner and the objectives in this plan are to be delivered through integrated work.
Good integrated working in children’s services was evident - for example, where a child had developed more complex needs and a number of agencies were involved. Similarly there were examples of appropriate support where an agency had concerns about risk, but the threshold for child protection procedures had not been reached. In these circumstances a GIRFEC-inspired integrated assessment meeting was arranged to coordinate all the agencies’ assessments and build on or develop any existing child’s plan.
The 2010, HMIE-led joint inspection of services to protect children and young people said that “Joint strategic planning is focused clearly on the difference services can make to the lives of children and families and ensuring that families get the help they need when they need it”. The multi-agency team for looked after children demonstrated good integrated working on operational and strategic levels.
 Partnerships in adult services were exemplified by the work of the Community Health
 and Care Partnership (CHCP) which was established in 2005. The role of the West Lothian CHCP is to increase wellbeing and reduce health inequalities across all
 communities in West Lothian and specifically to deliver outcomes and targets as outlined in the CHCP Sub-Committee Work Plan, Single Outcome Agreement and
 HEAT targets, whilst continuing to deliver core Social Policy and community Health services.
The CHCP manages a substantial range of NHS and Council services including:
 community care, personal care, residential care, continuing care, mental health, general practitioner, dental, pharmacist, district nursing, health visiting, five of the
 allied health professions, community-based children’s services, learning disabilities, physical disabilities, Tobacco, Alcohol and Drug Partnership (TADP) and criminal
 justice. The CHCP also works closely with voluntary organisations to provide a wide range of community services.
 The CHCP was evaluated as successful by independent reviewers in 2007 (using criteria such as improvements in balance of care indicators).
A specific example of partnership working included the physical disability forum. Membership comprised third sector as well as statutory agencies. Carers of West Lothian were also represented. There was also a formal compact between West Lothian and voluntary sector agencies clarifying the purpose of partnerships, roles and responsibilities.
The original role and membership of the CHCP sub-committee has been modified to more accurately reflect the equal partnership between NHS Lothian and West Lothian Council and also to incorporate the functions of the former community planning group, the Health and Wellbeing forum. The CHCP sub-committee is one of
6 Specific, Measurable, Achievable. Realistic and Time-bound Page 8 of 17
 
three thematic forums that report to the West Lothian Community Planning Partnership and covers the health and wellbeing theme.
The work of the CHCP is governed by the Partnership Board, which was created to reflect the equal involvement of NHS Lothian and West Lothian Council, and is made up of 4 NHS appointees and 4 elected members from the Council. The purpose of the CHCP Board is to provide governance oversight to the activities of the CHCP to ensure the remit of the CHCP is being effectively discharged. The Board has recently piloted a unique process to ensure all relevant new policies and service changes considered by the CHCP Board and sub-committee have gone through equality impact assessment.
The community planning partnership featured community safety as a priority. It represented the interests of (among others) adults at risk and an approach to tackling hate crime, domestic abuse and bogus callers. There were clear links to statutory services including MAPPA, and adult and child protection. Key partners, including the police were represented.
The ISLA file reading results revealed that only two out of 77 files read were adjudged not to have involved relevant partner agencies in the West Lothian sample.
On a less positive note, whilst efforts had been made to take a more strategic approach to commissioning (an area warranting a recommendation in the original inspection and follow up), including joint commissioning, this was still at a relatively early stage. For example we did not consider that the older people’s plan was a fully developed commissioning strategy. Social Policy had produced service statements for older people, dementia and mental health which could form the basis of commissioning strategies; and written evidence provided on advocacy (adults and children) suggested that Social Policy needed to take a more strategic approach to commissioning advocacy services.
We also noted the outcomes commissioning approach in substance misuse services which could be rolled out more widely and improve the development of an outcomes framework (see below).
Managers we met told us they were aware of the need to further develop commissioning strategies. Using the SWIA commissioning tool, they had begun work on an overarching commissioning strategy for Social Policy. They said that they would now start to work up commissioning plans for the different care groups.","Social Policy should develop comprehensive commissioning strategies, for
all care groups, in active consultation with its strategic partners."
West Lothian Council Scrutiny Report,"Scrutiny findings
The council had found it hard to significantly increase the number of direct payments in part, they said, because they believed that people were reluctant to exchange good directly provided services for them. The Lothian Centre for Inclusive Living (LCIL), was a local independent user-led support organisation which had been commissioned by the council to provide advice about self directed support / direct payments to people in West Lothian.
Social Policy’s own 2009 audit of SSA said that the audit “indicated learning and development needs relating to the outcomes and personalisation agendas”. And the ‘Yellow Book’ acknowledged that while anyone meeting eligibility criteria could choose direct payments, choices were still fairly limited:
‘The intention is to develop options for the delivery of wider self-directed support in future and this will include consideration of possible resource allocation / individual budget models.’
10 As at October 2010 .Managers told us that ‘ figures do not reflect the West Lothian position where the norm month on month is to return a zero delayed discharge performance’.
11 In 2010, 79 clients in West Lothian received direct payments which was an increase from 68 in 2009 (64 in 2008). This was equal to 4.6 per 10,000 population which was less than the Scottish average of 7.1 clients per 10,000 population.
 Page 12 of 17
It was also clear from information the council sent us, that disabled people were most likely to hold these budgets. Furthermore the council acknowledged that there might be some double-counting in the table below.
Number of clients Physically disabled people 22
People with a learning disability 21 People with mental health problems 6 People with dementia 0 Other vulnerable groups 17 People with problems arising from infirmity due to age 13 Carers 0 People receiving palliative care 0 People who misuse substances 0 TOTAL 79
Table 2: Number of Self-directed Support (Direct Payment) clients by client group, 2009-10
Overall, the council should continue its work to extend access to personalised supports or individual budgets.","Social Policy should widen its approach to personalisation so that more
people who use services and their carers can benefit. "
